"","R0_average","Case_average_onset","CCase_average_onset","Inf_quantile_n_average","H_quantile_n_average"
"1",6.15205598191045,0,0,0,0
"2",12.049218177717,0.0384615384615385,0,6.80306631364133,0.00476116447735559
"3",5.30749543855691,0.442307692307692,0.403846153846154,9.3395010787632,0.00879549331106044
"4",2.69263174571937,0.903846153846154,1.44230769230769,10.6448768777967,0.0127654381332612
"5",1.50402405445537,1.07692307692308,2.46153846153846,11.3030864916313,0.0180915771585753
"6",0.893825876259488,1.42307692307692,3.65384615384615,11.5734738288136,0.0261188358111062
"7",0.675185677784834,1.42307692307692,5.73076923076923,11.5392130329443,0.0376656660987758
"8",0.496814492414847,1.67307692307692,6.75,11.199122807771,0.0529343501264358
"9",0.466080588244133,1.88461538461538,8.40384615384615,11.2225495377795,0.071605325980313
"10",0.411829707528266,1.92307692307692,10.6923076923077,11.0939423064736,0.0929958046141022
"11",0.395976171821821,1.69230769230769,12.6730769230769,11.0988211396905,0.116264496660397
"12",0.412457754918583,1.53846153846154,13.9230769230769,11.2627995963262,0.14057655083032
"13",0.437047090844006,1.73076923076923,15.9807692307692,11.5193987782053,0.16519868675695
"14",0.468770824331271,1.75,16.8461538461538,11.9038020296256,0.18956181614174
"15",0.504218124499636,1.48076923076923,18.5,12.2429612084889,0.213283540405521
"16",0.563801668188572,1.84615384615385,20.0961538461538,13.0085910873592,0.23615820604811
"17",0.619191376616436,1.90384615384615,22.8461538461538,14.2787112680878,0.25812396309877
"18",0.641451002147695,1.98076923076923,23.1923076923077,16.0495172456883,0.279261169747467
"19",0.690228052728383,2.09615384615385,25.3653846153846,17.0846590994267,0.299830119653559
"20",0.614028082388631,2.03846153846154,29.1153846153846,17.8648582880916,0.320279469738647
"21",0.514607981794552,2.30769230769231,29.8846153846154,18.4253963580896,0.341117063743667
"22",0.469746319127529,2.28846153846154,34.1730769230769,19.0392528846478,0.362741459322697
"23",0.395307833067063,2.76923076923077,36.5769230769231,19.4354223491175,0.385365616831026
"24",0.358152341563693,2.51923076923077,40.5384615384615,19.5065726993384,0.409028366871596
"25",0.336521561060235,2.84615384615385,40.5,19.3270785285402,0.4336263479735
"26",0.325603659650559,2.96153846153846,44.2307692307692,19.4192261854726,0.458921975077099
"27",0.292591278132019,2.76923076923077,47.2307692307692,19.1670372080623,0.484558975803941
"28",0.261313176020326,2.90384615384615,50.4038461538462,18.5366475270984,0.510130933457378
"29",0.261058923223595,2.84615384615385,52.1153846153846,17.8885421505244,0.535222714047714
"30",0.248620065596278,2.82692307692308,55.9807692307692,16.9957134022778,0.559392683487419
"31",0.230857914601295,2.57692307692308,59.4423076923077,15.9910933009941,0.582176736872604
"32",0.217842236390602,2.25,61.1153846153846,15.1399708044253,0.603106781760046
"33",0.195895484914869,2.40384615384615,62.1153846153846,14.3078076978816,0.621730514125119
"34",0.215114878913776,2.38461538461538,64.75,13.5579312424623,0.637658109260515
"35",0.225878481292771,2.19230769230769,68.9807692307692,12.8389327471819,0.650604969222573
"36",0.21979013774393,2.11538461538462,70.3461538461538,12.2488247554941,0.660409383247038
"37",0.238595999275117,1.71153846153846,71.8653846153846,11.8925669916591,0.667030630292406
"38",0.228165331431476,1.76923076923077,74.25,11.653025383237,0.670543092590322
"39",0.26691258459828,1.76923076923077,77.5576923076923,11.6923981474705,0.671138410711315
"40",0.272696821462324,1.75,77.7115384615385,11.5357254623829,0.66911905327994
"41",0.293840581751517,1.57692307692308,77.8846153846154,11.4787807948906,0.664883462605024
"42",0.310491653003604,1.51923076923077,80.9230769230769,11.6223632893228,0.658875057596647
"43",0.30507403207603,1.86538461538462,81.2115384615385,11.8143062329596,0.65153166623174
"44",0.308095193611104,1.96153846153846,84.3846153846154,11.8802971802326,0.643277777924331
"45",0.303949440403738,1.57692307692308,84.8653846153846,11.8487424090429,0.63451988216077
"46",0.314662215686124,1.65384615384615,89.1538461538462,11.8755385381241,0.625616166849236
"47",0.339403127524724,1.59615384615385,88.4038461538462,12.1021438684602,0.616843611606448
"48",0.289338240213474,2,91.1153846153846,11.8140559420904,0.608399214648265
"49",0.307801945110159,1.86538461538462,93.9230769230769,11.6460888014776,0.600427929698353
"50",0.289332601912629,1.92307692307692,95.7307692307692,11.2818875533128,0.59300154246646
"51",0.262109410004597,1.92307692307692,96.8076923076923,10.9388599462865,0.586102873644893
"52",0.277241791094632,1.46153846153846,99.4615384615385,10.8252635626571,0.579638790742108
"53",0.277832158259457,1.78846153846154,102.288461538462,10.8805866688359,0.573465631038852
"54",0.286892175584879,1.75,102.230769230769,10.7977743580803,0.567446673011603
"55",0.301842233969939,1.34615384615385,103.461538461538,10.9741132400929,0.561503563465881
"56",0.260203032852292,1.61538461538462,104.096153846154,10.6269877864818,0.55561747712956
"57",0.214124535295516,1.73076923076923,107.923076923077,10.1311348571053,0.549817826768548
"58",0.232620411264743,1.78846153846154,106.846153846154,9.81764628925113,0.544125551501661
"59",0.212532473244802,1.32692307692308,110.096153846154,9.4355474006107,0.53849159856127
"60",0.185776027778335,1.26923076923077,112.365384615385,8.9352556090221,0.532812850735597
"61",0.179360029240739,1.40384615384615,109.884615384615,8.38688591567389,0.526966458912813
"62",0.167904407807595,1.55769230769231,113.461538461538,7.88605362700761,0.520817439414023
"63",0.181783629634175,1.30769230769231,115.461538461538,7.56559946017092,0.514222171026188
"64",0.182843804738216,1.19230769230769,115.25,7.33410097844505,0.507047359399367
"65",0.18279606793916,1,118.153846153846,7.11645965022111,0.499205129348796
"66",0.173742902415354,1.21153846153846,117.288461538462,6.73918519537712,0.490677298293628
